LF7,Left Cerebral White Matter,-36.8087,-4.94449,43.33551493,Precentral_L,Dorsal_Attention
LF8,Left MFG middle frontal gyrus,-38.2192,-4.423,48.1534569,Precentral_L,Dorsal_Attention
LG1,Left Cerebral White Matter,-12.0791,22.0819,25.27070112,L_Frontal_WM,Ventral_Attention
LG2,Left Cerebral White Matter,-18.9645,23.9635,25.50814232,L_Frontal_WM,Frontoparietal
LG3,Left Cerebral White Matter,-26.1028,25.9432,26.86761541,L_Frontal_WM,Ventral_Attention
LG4,Left MFG middle frontal gyrus,-31.9665,27.2631,30.96763574,L_Frontal_WM,Frontoparietal
LG5,Left MFG middle frontal gyrus,-36.8677,28.0158,33.56483191,Frontal_Mid_L,Frontoparietal
LG6,Left MFG middle frontal gyrus,-41.8157,29.131,35.59393745,Frontal_Mid_L,Frontoparietal
LG7,Left MFG middle frontal gyrus,-46.6824,30.5003,35.95271936,Frontal_Mid_L,Frontoparietal
LG8,,-51.9946,32.3778,34.8517395,Frontal_Mid_L,Frontoparietal
LH1,Left Cerebral White Matter,-21.7081,24.3108,-6.484270998,L_Frontal_WM,Frontoparietal
LH2,Left Cerebral White Matter,-22.4448,25.7022,-0.52473446,L_Frontal_WM,Ventral_Attention
LH3,Left Cerebral White Matter,-23.425,25.8759,5.388860543,L_Frontal_WM,Ventral_Attention
LH4,Left Cerebral White Matter,-24.7294,26.9695,9.982820969,L_Frontal_WM,Ventral_Attention
LH5,Left Cerebral White Matter,-23.8768,27.5626,15.37204483,L_Frontal_WM,n/a
LH6,Left Cerebral White Matter,-24.3473,29.1022,19.8497623,L_Frontal_WM,n/a
LH7,Left Cerebral White Matter,-24.8061,30.6121,24.27866968,L_Frontal_WM,Ventral_Attention
LH8,Left Cerebral White Matter,-27.2979,32.4996,30.95008982,Frontal_Mid_L,Ventral_Attention
RA1,Right Hippocampus,18.7718,-10.1654,-18.92225113,Hippocampus_R,Default
RA2,Right Hippocampus,22.4427,-12.387,-19.06212271,Hippocampus_R,Default
RA3,Right Hippocampus,26.7044,-14.6814,-19.25446582,Hippocampus_R,n/a
RA4,Right Hippocampus,31.2211,-17.4584,-19.87898437,ParaHippocampal_R,Visual
RA5,Right Cerebral White Matter,35.9448,-20.1721,-21.37057155,Fusiform_R,Visual
RA6,Right FuG fusiform gyrus,39.4512,-23.0721,-22.07349285,Fusiform_R,Limbic
RA7,Right Cerebral White Matter,44.1238,-25.2215,-20.74326079,Temporal_Inf_R,Limbic
RA8,Right ITG inferior temporal gyrus,50.1032,-26.5607,-19.44523796,Temporal_Inf_R,Limbic
RB1,Right Cerebral White Matter,22.9693,-20.2938,-21.80602521,ParaHippocampal_R,Limbic
RB2,Right Cerebral White Matter,26.4052,-23.8367,-21.39052282,ParaHippocampal_R,Default
RB3,Right PHG parahippocampal gyrus,29.6456,-27.899,-19.98545371,Fusiform_R,Visual
RB4,Right FuG fusiform gyrus,31.8164,-30.9206,-18.43983061,Fusiform_R,Visual
RB5,Right Cerebral White Matter,35.552,-34.5469,-17.29335362,Fusiform_R,Visual
RB6,Right FuG fusiform gyrus,40.5129,-39.177,-18.62218171,Fusiform_R,Dorsal_Attention
RB7,Right FuG fusiform gyrus,43.4593,-45.3881,-18.8612085,Temporal_Inf_R,Dorsal_Attention
RB8,Right Cerebral White Matter,48.6532,-50.099,-17.01972332,Temporal_Inf_R,Dorsal_Attention
RB9,Right ITG inferior temporal gyrus,53.5287,-53.5747,-15.93370858,Temporal_Inf_R,Dorsal_Attention
RB10,Right ITG inferior temporal gyrus,59.3566,-56.1138,-15.91879959,Temporal_Inf_R,Dorsal_Attention
RB11,,65.6431,-58.8983,-14.6379108,Temporal_Inf_R,Dorsal_Attention
RB12,,69.0009,-60.7851,-12.75769282,Temporal_Inf_R,n/a
